date;categoryName;payee;comment;outcomeAccountName;outcome;outcomeCurrencyShortTitle;incomeAccountName;income;incomeCurrencyShortTitle;createdDate;changedDate;qrCode
2024-04-11;"Зарплата";"Перевод собственных средств на счет. НДС не облагается.";;"Тиньк";"0";RUB;"Тиньк";"300000";RUB;"2024-04-11 10:37:04";"2024-04-11 10:47:19";
2024-04-11;;;;"Тиньк";"10000";RUB;"Инвестиции ";"10000";RUB;"2024-04-11 10:37:41";"2024-04-11 11:49:31";
2024-04-10;"Зарплата";;"ЗАРАБОТНАЯ ПЛАТА. Основание 7728881950100424GBA7 Платёжное поручение №671680 от 10.04.2024.";"Альфа ЗП ";"0";RUB;"Альфа ЗП ";"50000";RUB;"2024-04-10 15:43:47";"2024-05-15 12:12:14";
2024-04-10;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"654.96";RUB;"Тиньк";"0";RUB;"2024-04-10 20:02:14";"2024-04-10 20:22:25";
2024-04-10;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"352.11";RUB;"Тиньк";"0";RUB;"2024-04-10 19:49:51";"2024-04-10 20:22:25";
2024-04-10;"Озонинг";"Никита Л.";;"Тиньк";"7000";RUB;"Тиньк";"0";RUB;"2024-04-10 18:15:58";"2024-04-10 19:30:07";
2024-04-10;;;;"Тиньк";"80000";RUB;"Сбережения";"80000";RUB;"2024-04-10 17:19:55";"2024-04-10 19:30:07";
2024-04-10;;;"Перевод денежных средств";"Альфа ЗП ";"50000";RUB;"Тиньк";"50000";RUB;"2024-04-10 17:19:39";"2024-05-15 12:12:14";
2024-04-10;"Зарплата";"Елена М.";;"Тиньк";"0";RUB;"Тиньк";"70000";RUB;"2024-04-10 17:18:58";"2024-04-10 17:28:52";
2024-04-10;"Еда / Фастфуд/обед/кофе";"Doner House";;"Тиньк";"640";RUB;"Тиньк";"0";RUB;"2024-04-10 13:07:16";"2024-04-10 13:29:34";
2024-04-10;;;;"Тиньк";"1000";RUB;"Инвестиции ";"1000";RUB;"2024-04-10 12:43:05";"2024-04-10 19:30:07";
2024-04-10;;;;"Тиньк";"1894.95";RUB;"Инвестиции ";"1894.95";RUB;"2024-04-10 10:39:26";"2024-04-10 19:30:07";
2024-04-09;"Озонинг";"Озон Банк (Ozon)";;"Тиньк";"1000";RUB;"Тиньк";"0";RUB;"2024-04-09 22:16:16";"2024-04-17 15:46:25";
2024-04-09;;;;"Тиньк";"1857.73";RUB;"Инвестиции ";"1857.73";RUB;"2024-04-09 21:51:04";"2024-04-21 22:16:52";
2024-04-09;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"676.63";RUB;"Тиньк";"0";RUB;"2024-04-09 19:20:07";"2024-04-09 19:35:39";
2024-04-09;"Еда / Продукты";"SPAR EXPRESS";;"Тиньк";"159.9";RUB;"Тиньк";"0";RUB;"2024-04-09 12:44:50";"2024-04-09 19:35:39";
2024-04-08;"Еда";"Plus";;"Pay card";"399";RUB;"Pay card";"0";RUB;"2024-04-08 12:23:57";"2024-05-30 09:49:53";
2024-04-08;"Еда / Продукты";"IP Kuliev E.M.";;"Тиньк";"621";RUB;"Тиньк";"0";RUB;"2024-04-08 20:11:34";"2024-04-08 20:34:52";
2024-04-08;"Еда / Продукты";"Shaurma Gril";;"Тиньк";"40";RUB;"Тиньк";"0";RUB;"2024-04-08 19:32:49";"2024-04-08 20:35:30";
2024-04-08;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"106";RUB;"Тиньк";"0";RUB;"2024-04-08 19:38:20";"2024-04-08 20:14:35";
2024-04-08;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"97";RUB;"Тиньк";"0";RUB;"2024-04-08 19:38:47";"2024-04-08 20:14:35";
2024-04-08;"Еда / Продукты";"SPAR EXPRESS";;"Тиньк";"85.8";RUB;"Тиньк";"0";RUB;"2024-04-08 18:54:47";"2024-04-08 20:35:30";
2024-04-08;;;;"Сбережения";"10000";RUB;"Тиньк";"10000";RUB;"2024-04-08 17:29:04";"2024-04-08 19:06:51";
2024-04-08;"Еда / Продукты";"VKUSVILL";;"Тиньк";"58.2";RUB;"Тиньк";"0";RUB;"2024-04-08 12:00:51";"2024-04-17 15:48:29";
2024-04-08;"Еда / Фастфуд/обед/кофе";"IP Dang K. Ch.";;"Тиньк";"270";RUB;"Тиньк";"0";RUB;"2024-04-08 12:03:10";"2024-04-08 12:28:20";
2024-04-07;"Еда / Бухло ";"Vento";;"Тиньк";"440";RUB;"Тиньк";"0";RUB;"2024-04-07 21:27:34";"2024-04-07 22:54:19";
2024-04-07;"Еда / Рестораны";"Vento";;"Тиньк";"790";RUB;"Тиньк";"0";RUB;"2024-04-07 21:27:33";"2024-04-07 22:54:19";
2024-04-07;"Еда / Бухло ";"Method.";;"Тиньк";"300";RUB;"Тиньк";"0";RUB;"2024-04-07 19:57:00";"2024-04-07 22:50:51";
2024-04-07;"Ошибки ";"Method.";;"Тиньк";"1400";RUB;"Тиньк";"0";RUB;"2024-04-07 19:56:59";"2024-04-21 22:13:01";
2024-04-07;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"208.97";RUB;"Тиньк";"0";RUB;"2024-04-07 22:23:10";"2024-04-08 11:17:10";
2024-04-07;"Еда / Бухло ";"Method.";;"Тиньк";"280";RUB;"Тиньк";"0";RUB;"2024-04-07 20:34:23";"2024-04-07 22:50:13";
2024-04-07;"Аптека";"APTEKA ZDOROV.RU";;"Тиньк";"13";RUB;"Тиньк";"0";RUB;"2024-04-07 18:49:31";"2024-04-07 20:03:07";
2024-04-06;"Отпуск  / Гостижка ";"Людмила Л.";"Гостижка в нск";"Тиньк";"12000";RUB;"Тиньк";"0";RUB;"2024-04-06 22:50:19";"2024-05-15 12:28:20";
2024-04-06;;;;"Сбережения";"12000";RUB;"Тиньк";"12000";RUB;"2024-04-06 22:49:41";"2024-04-07 11:25:08";
2024-04-06;"Подписки ";"SingularityApp";;"Тиньк";"199";RUB;"Тиньк";"0";RUB;"2024-04-06 21:24:38";"2024-04-06 23:06:49";
2024-04-06;"Еда / Продукты";"IP Lyubinetskaya";"Овоща в пчелке";"Тиньк";"294.42";RUB;"Тиньк";"0";RUB;"2024-04-06 15:36:56";"2024-04-06 21:05:49";
2024-04-06;"Еда / Продукты";"IP Lyubinetskaya";"Хлеб и сладости";"Тиньк";"193";RUB;"Тиньк";"0";RUB;"2024-04-06 15:45:49";"2024-04-06 21:05:49";
2024-04-06;"Еда / Продукты";"IP Lyubinetskaya";"Мясо";"Тиньк";"709.69";RUB;"Тиньк";"0";RUB;"2024-04-06 15:38:06";"2024-04-06 21:05:49";
2024-04-06;"Еда / Продукты";"IP Kuliev E.M.";"Овоща в буренке";"Тиньк";"257";RUB;"Тиньк";"0";RUB;"2024-04-06 15:23:09";"2024-04-06 15:53:24";
2024-04-06;"Еда / Продукты";"MAGNIT MM BOTEVGRAD";;"Тиньк";"141.43";RUB;"Тиньк";"0";RUB;"2024-04-06 15:14:14";"2024-04-06 15:30:11";
2024-04-05;"Еда / Бухло ";"RULE Taproom";;"Тиньк";"730";RUB;"Тиньк";"0";RUB;"2024-04-05 22:08:02";"2024-04-07 19:07:54";
2024-04-05;"Еда / Фастфуд/обед/кофе";"Vkusnoitochka";;"Тиньк";"506";RUB;"Тиньк";"0";RUB;"2024-04-05 21:24:30";"2024-04-07 19:07:54";
2024-04-05;"Ошибки ";"OOO Shmak";;"Тиньк";"2180";RUB;"Тиньк";"0";RUB;"2024-04-05 20:10:02";"2024-04-21 22:13:01";
2024-04-05;"Подписки ";"PAY.MTS.RU";;"Тиньк";"550";RUB;"Тиньк";"0";RUB;"2024-04-05 10:47:06";"2024-04-05 11:53:31";
2024-04-05;"Еда / Фастфуд/обед/кофе";"French Bakery";;"Тиньк";"220";RUB;"Тиньк";"0";RUB;"2024-04-05 09:14:51";"2024-04-07 19:07:54";
2024-04-04;;;;"Сбережения";"10000";RUB;"Тиньк";"10000";RUB;"2024-04-04 20:48:05";"2024-04-04 22:24:19";
2024-04-04;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"59.99";RUB;"Тиньк";"0";RUB;"2024-04-04 19:33:58";"2024-04-04 19:44:26";
2024-04-04;"Еда / Продукты";"PEREKRESTOK SLAVYANSKI";;"Тиньк";"1453.91";RUB;"Тиньк";"0";RUB;"2024-04-04 19:22:20";"2024-04-04 19:44:26";
2024-04-04;"Еда / Фастфуд/обед/кофе";"Фу Сян";;"Тиньк";"940";RUB;"Тиньк";"0";RUB;"2024-04-04 13:35:14";"2024-04-07 19:07:54";
2024-04-04;"Отпуск  / Развлекуха ";"Ticketscloud";;"Тиньк";"5500";RUB;"Тиньк";"0";RUB;"2024-04-04 13:15:09";"2024-05-15 12:28:20";
2024-04-03;"Еда / Продукты";"PEREKRESTOK SLAVYANSKI";;"Тиньк";"519.35";RUB;"Тиньк";"0";RUB;"2024-04-03 19:42:24";"2024-04-03 20:03:09";
2024-04-03;"Еда / Продукты";"VKUSVILL";;"Тиньк";"261.9";RUB;"Тиньк";"0";RUB;"2024-04-03 12:12:49";"2024-04-17 15:48:29";
2024-04-02;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"27.7";RUB;"Тиньк";"0";RUB;"2024-04-02 19:18:19";"2024-04-02 21:34:35";
2024-04-02;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"174.16";RUB;"Тиньк";"0";RUB;"2024-04-02 19:10:45";"2024-04-02 19:31:57";
2024-04-02;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"278";RUB;"Тиньк";"0";RUB;"2024-04-02 19:22:04";"2024-04-02 21:34:35";
2024-04-02;"Еда / Продукты";"VKUSVILL";;"Тиньк";"324.95";RUB;"Тиньк";"0";RUB;"2024-04-02 12:12:25";"2024-04-17 15:48:29";
2024-04-01;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"22.31";RUB;"Тиньк";"0";RUB;"2024-04-01 19:47:42";"2024-04-01 20:10:11";
2024-04-01;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"666.22";RUB;"Тиньк";"0";RUB;"2024-04-01 19:44:10";"2024-04-01 20:10:11";
2024-04-01;"Сервис/канцелярия ";"Khimiya";"Ручка";"Тиньк";"27";RUB;"Тиньк";"0";RUB;"2024-04-01 18:45:27";"2024-04-04 17:39:03";
2024-04-01;"Подписки ";"Tinkoff Pro";;"Тиньк";"199";RUB;"Тиньк";"0";RUB;"2024-04-01 18:08:50";"2024-04-01 18:20:18";
2024-04-01;"Аренда и коммуналка ";"487417******2940";"аренда (коммуналка)";"Тиньк";"3917";RUB;"Тиньк";"0";RUB;"2024-04-01 15:51:18";"2024-04-01 18:58:19";
2024-04-01;"Подписки ";"PAY.MTS.RU";;"Тиньк";"950";RUB;"Тиньк";"0";RUB;"2024-04-01 15:30:38";"2024-04-01 15:41:52";
2024-04-01;"Подписки ";"YM*YANDEX.CLOUD";;"Тиньк";"91.49";RUB;"Тиньк";"0";RUB;"2024-04-01 14:52:31";"2024-05-05 19:07:28";
2024-04-01;"Подарки";"Timir";"Обед за мой счёт";"Тиньк";"891";RUB;"Тиньк";"0";RUB;"2024-04-01 14:27:49";"2024-04-01 15:00:13";
2024-04-01;"Еда / Фастфуд/обед/кофе";"Кирилл К.";"Шава ";"Тиньк";"200";RUB;"Тиньк";"0";RUB;"2024-04-01 12:04:30";"2024-04-01 14:18:51";
2024-04-01;"Еда / Продукты";"VKUSVILL";;"Тиньк";"58.2";RUB;"Тиньк";"0";RUB;"2024-04-01 11:56:25";"2024-04-17 15:48:29";
2024-04-01;"Еда / Бухло ";"СуперХмель";;"Тиньк";"1404";RUB;"Тиньк";"0";RUB;"2024-03-30 15:51:28";"2024-04-07 19:07:54";
2024-03-31;"Еда / Рестораны";"Top-up";;"Pay card";"0";RUB;"Pay card";"3000";RUB;"2024-03-31 17:55:57";"2024-05-29 20:02:12";
2024-03-31;"Еда / Рестораны";"Top-up";;"Pay card";"0";RUB;"Pay card";"2000";RUB;"2024-03-31 19:59:37";"2024-05-29 20:02:12";
2024-03-31;"Сервис/канцелярия ";"Delivery";;"Pay card";"2927";RUB;"Pay card";"0";RUB;"2024-03-31 18:00:18";"2024-05-30 09:49:20";
2024-03-31;"Еда / Рестораны";"Top-up";;"Pay card";"0";RUB;"Pay card";"1000";RUB;"2024-03-31 18:29:07";"2024-05-29 20:02:12";
2024-03-31;"Сервис/канцелярия ";"Delivery";;"Pay card";"1732";RUB;"Pay card";"0";RUB;"2024-03-31 20:04:38";"2024-05-30 09:49:20";
2024-03-31;"Транспорт";"Yandex Bank";;"Тиньк";"2000";RUB;"Тиньк";"0";RUB;"2024-03-31 19:59:24";"2024-04-01 15:41:52";
2024-03-31;"Транспорт";"Yandex Bank";;"Тиньк";"1000";RUB;"Тиньк";"0";RUB;"2024-03-31 18:29:01";"2024-04-01 15:41:52";
2024-03-31;"Транспорт";"Yandex Bank";;"Тиньк";"3000";RUB;"Тиньк";"0";RUB;"2024-03-31 17:55:52";"2024-04-01 14:36:42";
2024-03-30;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"89.08";RUB;"Тиньк";"0";RUB;"2024-03-30 17:18:47";"2024-03-30 21:35:25";
2024-03-30;"Еда / Продукты";"VKUSVILL 835_6";;"Тиньк";"391.6";RUB;"Тиньк";"0";RUB;"2024-03-30 16:51:20";"2024-03-30 17:28:46";
2024-03-30;"Еда / Рестораны";"QSR 29059";;"Тиньк";"45";RUB;"Тиньк";"0";RUB;"2024-03-30 15:14:47";"2024-03-31 19:51:08";
2024-03-30;"Еда / Рестораны";"Рустам С.";;"Тиньк";"1010";RUB;"Тиньк";"0";RUB;"2024-03-30 14:28:20";"2024-03-31 19:51:08";
2024-03-30;"Транспорт";"STRELKACARD3_1";;"Тиньк";"56";RUB;"Тиньк";"0";RUB;"2024-03-30 14:20:21";"2024-03-31 19:51:08";
2024-03-29;"Проценты ";;"Кэшбэк за обычные покупки";"Тиньк";"0";RUB;"Тиньк";"560";RUB;"2024-03-29 22:44:34";"2024-03-30 08:54:06";
2024-03-29;"Проценты ";;"Проценты на остаток";"Тиньк";"0";RUB;"Тиньк";"87.21";RUB;"2024-03-29 22:43:53";"2024-03-30 08:54:06";
2024-03-29;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"237.97";RUB;"Тиньк";"0";RUB;"2024-03-29 21:44:58";"2024-03-30 08:54:06";
2024-03-29;"Еда / Рестораны";"Udon Noodle Bar";;"Тиньк";"1850";RUB;"Тиньк";"0";RUB;"2024-03-29 19:01:59";"2024-03-29 20:33:05";
2024-03-29;"Подписки ";"YANDEX*5815*PLUS";;"Тиньк";"100";RUB;"Тиньк";"0";RUB;"2024-03-29 17:14:51";"2024-03-29 19:05:04";
2024-03-29;"Еда / Фастфуд/обед/кофе";"PEKARNYA DELICE";;"Тиньк";"220";RUB;"Тиньк";"0";RUB;"2024-03-29 09:03:34";"2024-03-29 20:33:23";
2024-03-28;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"637.32";RUB;"Тиньк";"0";RUB;"2024-03-28 18:59:32";"2024-03-28 21:13:47";
2024-03-28;"Еда / Продукты";"VKUSVILL_KCO 4918_1";;"Тиньк";"328";RUB;"Тиньк";"0";RUB;"2024-03-28 11:38:13";"2024-03-28 18:28:03";
2024-03-27;"Еда / Фастфуд/обед/кофе";"IP Dang K. Ch.";;"Тиньк";"480";RUB;"Тиньк";"0";RUB;"2024-03-27 19:35:18";"2024-03-27 23:19:17";
2024-03-27;"Еда / Продукты";"VKUSVILL_KCO 4918_2";;"Тиньк";"60";RUB;"Тиньк";"0";RUB;"2024-03-27 12:08:35";"2024-03-27 12:27:08";
2024-03-27;"Еда / Фастфуд/обед/кофе";"Subway";;"Тиньк";"289";RUB;"Тиньк";"0";RUB;"2024-03-27 12:03:53";"2024-03-27 12:27:08";
2024-03-26;"Еда / Продукты";"PEKARNYA DELICE";;"Тиньк";"150";RUB;"Тиньк";"0";RUB;"2024-03-26 20:22:18";"2024-03-27 08:55:07";
2024-03-26;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"295.25";RUB;"Тиньк";"0";RUB;"2024-03-26 18:20:46";"2024-03-26 20:14:16";
2024-03-26;"Еда / Продукты";"VKUSVILL";;"Тиньк";"302";RUB;"Тиньк";"0";RUB;"2024-03-26 18:30:19";"2024-03-26 20:14:16";
2024-03-26;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"134.31";RUB;"Тиньк";"0";RUB;"2024-03-26 18:29:33";"2024-03-26 20:14:16";
2024-03-26;"Подписки ";"Y.M*OZON";;"Тиньк";"199";RUB;"Тиньк";"0";RUB;"2024-03-26 14:09:17";"2024-03-26 15:05:27";
2024-03-26;"Еда / Фастфуд/обед/кофе";"SUNRISE MOSCOW";"Шава?";"Тиньк";"940";RUB;"Тиньк";"0";RUB;"2024-03-26 13:23:29";"2024-04-01 19:52:20";
2024-03-25;;;"Комиссия за перевод СБП  ЛЕЙБОВИЧ НИКИТА МАКСИМОВИЧ в пользу 79852489052";"Альфа ЗП ";"25";RUB;"Альфа ЗП ";"0";RUB;"2024-03-25 14:12:54";"2024-05-15 12:12:14";
2024-03-25;"Зарплата";;"ЗАРАБОТНАЯ ПЛАТА. Основание 77288819502503243ASE Платёжное поручение №208957 от 25.03.2024.";"Альфа ЗП ";"0";RUB;"Альфа ЗП ";"49999";RUB;"2024-03-25 13:53:37";"2024-05-15 12:12:14";
2024-03-25;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"279.99";RUB;"Тиньк";"0";RUB;"2024-03-25 20:49:21";"2024-03-25 21:15:13";
2024-03-25;"Еда / Продукты";"PEKARNYA DELICE";;"Тиньк";"310";RUB;"Тиньк";"0";RUB;"2024-03-25 20:37:57";"2024-03-25 21:15:13";
2024-03-25;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"196.19";RUB;"Тиньк";"0";RUB;"2024-03-25 19:02:32";"2024-03-25 19:30:24";
2024-03-25;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"99.98";RUB;"Тиньк";"0";RUB;"2024-03-25 19:06:39";"2024-03-25 19:30:24";
2024-03-25;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"249.44";RUB;"Тиньк";"0";RUB;"2024-03-25 15:43:22";"2024-03-25 16:08:22";
2024-03-25;;;"Перевод денежных средств";"Альфа ЗП ";"50000";RUB;"Тиньк";"50000";RUB;"2024-03-25 14:12:54";"2024-05-15 12:12:14";
2024-03-25;;;;"Тиньк";"50000";RUB;"Сбережения";"50000";RUB;"2024-03-25 14:13:15";"2024-03-25 21:16:30";
2024-03-24;"Еда / Фастфуд/обед/кофе";"Shaurma Gril";;"Тиньк";"440";RUB;"Тиньк";"0";RUB;"2024-03-24 21:19:08";"2024-03-25 10:58:46";
2024-03-24;"Еда / Продукты";"MAGNIT MM BOTEVGRAD";;"Тиньк";"387.63";RUB;"Тиньк";"0";RUB;"2024-03-24 21:10:07";"2024-03-25 10:58:46";
2024-03-24;"Еда / Продукты";"PEREKRESTOK KUTUZOVSK";;"Тиньк";"211.91";RUB;"Тиньк";"0";RUB;"2024-03-24 20:47:11";"2024-03-24 21:07:06";
2024-03-24;"Еда / Фастфуд/обед/кофе";"Tc Okeaniya";;"Тиньк";"119";RUB;"Тиньк";"0";RUB;"2024-03-24 15:46:51";"2024-03-24 18:51:24";
2024-03-24;"Еда / Фастфуд/обед/кофе";"Tc Okeaniya";;"Тиньк";"600";RUB;"Тиньк";"0";RUB;"2024-03-24 15:26:20";"2024-03-24 18:51:24";
2024-03-23;"Еда / Продукты";"PEKARNYA DELICE";;"Тиньк";"170";RUB;"Тиньк";"0";RUB;"2024-03-23 20:15:52";"2024-03-23 22:15:38";
2024-03-23;"Еда / Продукты";"PEKARNYA DELICE";;"Тиньк";"215";RUB;"Тиньк";"0";RUB;"2024-03-23 20:15:38";"2024-03-23 22:15:38";
2024-03-23;"Подарки";"Людмила Ф.";;"Тиньк";"4500";RUB;"Тиньк";"0";RUB;"2024-03-23 11:32:13";"2024-03-23 11:56:46";
2024-03-23;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"480.4";RUB;"Тиньк";"0";RUB;"2024-03-23 10:52:14";"2024-03-23 11:07:21";
2024-03-23;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"149.99";RUB;"Тиньк";"0";RUB;"2024-03-23 11:03:38";"2024-03-23 11:56:46";
2024-03-23;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"101.24";RUB;"Тиньк";"0";RUB;"2024-03-23 10:58:11";"2024-03-23 11:56:46";
2024-03-22;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"544.69";RUB;"Тиньк";"0";RUB;"2024-03-22 21:10:15";"2024-03-22 21:29:02";
2024-03-22;;;;"Тиньк";"40000";RUB;"Сбережения";"40000";RUB;"2024-03-22 17:51:04";"2024-03-23 22:16:47";
2024-03-22;"Зарплата";"Елена М.";;"Тиньк";"0";RUB;"Тиньк";"70000";RUB;"2024-03-22 17:49:21";"2024-03-22 18:03:37";
2024-03-21;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"358.36";RUB;"Тиньк";"0";RUB;"2024-03-21 22:56:39";"2024-03-22 08:09:08";
2024-03-21;"Еда / Рестораны";"MA MI";;"Тиньк";"2310";RUB;"Тиньк";"0";RUB;"2024-03-21 20:55:50";"2024-03-21 23:07:34";
2024-03-21;"Еда / Продукты";"IP VYAZOVSKIJ";;"Тиньк";"110";RUB;"Тиньк";"0";RUB;"2024-03-21 20:20:03";"2024-03-21 23:08:04";
2024-03-21;"Еда / Продукты";"FASOL EKSPRESS";;"Тиньк";"59.5";RUB;"Тиньк";"0";RUB;"2024-03-21 19:51:51";"2024-03-21 23:08:04";
2024-03-21;"Еда / Фастфуд/обед/кофе";"Timir";;"Тиньк";"390";RUB;"Тиньк";"0";RUB;"2024-03-21 14:11:01";"2024-03-21 18:49:35";
2024-03-21;"Еда / Продукты";"VKUSVILL 4918_2";;"Тиньк";"60";RUB;"Тиньк";"0";RUB;"2024-03-21 11:39:00";"2024-03-21 11:55:16";
2024-03-21;"Еда / Фастфуд/обед/кофе";"Subway";;"Тиньк";"289";RUB;"Тиньк";"0";RUB;"2024-03-21 11:33:38";"2024-03-21 11:55:16";
2024-03-20;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"393.36";RUB;"Тиньк";"0";RUB;"2024-03-20 19:02:03";"2024-03-20 21:49:07";
2024-03-20;"Еда / Фастфуд/обед/кофе";"SUNRISE MOSCOW";"Китай";"Тиньк";"940";RUB;"Тиньк";"0";RUB;"2024-03-20 13:30:53";"2024-03-21 10:24:45";
2024-03-20;"Подарки";"Avito";"Духи зае";"Тиньк";"3049";RUB;"Тиньк";"0";RUB;"2024-03-20 09:31:02";"2024-03-20 09:57:19";
2024-03-19;"Еда / Продукты";"MAGNIT MM BOTEVGRAD";;"Тиньк";"89.99";RUB;"Тиньк";"0";RUB;"2024-03-19 19:07:30";"2024-03-19 19:29:41";
2024-03-19;"Еда / Продукты";"VKUSVILL";;"Тиньк";"53.33";RUB;"Тиньк";"0";RUB;"2024-03-19 19:00:12";"2024-03-20 10:05:20";
2024-03-19;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"674.27";RUB;"Тиньк";"0";RUB;"2024-03-19 18:54:42";"2024-03-19 19:29:41";
2024-03-19;"Еда / Фастфуд/обед/кофе";"OOO TIFUD";;"Тиньк";"410";RUB;"Тиньк";"0";RUB;"2024-03-19 14:20:08";"2024-03-19 16:39:29";
2024-03-18;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"505.19";RUB;"Тиньк";"0";RUB;"2024-03-18 20:41:59";"2024-03-18 22:01:49";
2024-03-18;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"55";RUB;"Тиньк";"0";RUB;"2024-03-18 20:22:33";"2024-03-18 20:47:57";
2024-03-17;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"155.8";RUB;"Тиньк";"0";RUB;"2024-03-17 19:21:03";"2024-03-17 19:37:53";
2024-03-17;"Еда / Продукты";"IP Bezryadina V. M.";"Сырные блинчики";"Тиньк";"291";RUB;"Тиньк";"0";RUB;"2024-03-17 19:14:54";"2024-03-20 10:05:20";
2024-03-17;"Озонинг";"Перевод по запросу самому себе";;"Тиньк";"500";RUB;"Тиньк";"0";RUB;"2024-03-17 18:47:58";"2024-03-17 18:57:10";
2024-03-17;"Еда / Продукты";"MAGNIT MM BOTEVGRAD";;"Тиньк";"154.98";RUB;"Тиньк";"0";RUB;"2024-03-17 17:40:20";"2024-03-17 18:08:32";
2024-03-17;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"439.96";RUB;"Тиньк";"0";RUB;"2024-03-17 17:21:19";"2024-03-17 18:08:32";
2024-03-17;"Еда / Рестораны";"Набихон Н.";"Ташкент ";"Тиньк";"1518";RUB;"Тиньк";"0";RUB;"2024-03-17 16:08:47";"2024-03-17 16:09:13";
2024-03-16;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"138";RUB;"Тиньк";"0";RUB;"2024-03-16 20:28:44";"2024-03-16 20:49:52";
2024-03-16;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"574.96";RUB;"Тиньк";"0";RUB;"2024-03-16 20:24:57";"2024-03-16 20:49:52";
2024-03-16;"Еда / Рестораны";"Restoran Yan Prinus";;"Тиньк";"1540";RUB;"Тиньк";"0";RUB;"2024-03-16 19:14:49";"2024-03-16 19:23:27";
2024-03-16;"Еда / Бухло ";"Restoran Yan Prinus";;"Тиньк";"450";RUB;"Тиньк";"0";RUB;"2024-03-16 19:14:50";"2024-03-16 19:23:27";
2024-03-16;"Еда / Продукты";"PYATEROCHKA 1568";;"Тиньк";"100.98";RUB;"Тиньк";"0";RUB;"2024-03-16 14:49:29";"2024-03-16 19:17:28";
2024-03-16;"Еда / Бухло ";"IP Smirnov";"Бирштаб";"Тиньк";"189";RUB;"Тиньк";"0";RUB;"2024-03-16 14:16:24";"2024-03-17 19:47:54";
2024-03-16;"Еда / Рестораны";"MA MI";;"Тиньк";"2380";RUB;"Тиньк";"0";RUB;"2024-03-16 13:32:56";"2024-03-16 14:30:18";
2024-03-16;"Озонинг";"Перевод по запросу самому себе";;"Тиньк";"300";RUB;"Тиньк";"0";RUB;"2024-03-16 12:49:21";"2024-03-16 13:01:11";
2024-03-15;"Еда / Рестораны";"Khishhnik";;"Тиньк";"1560";RUB;"Тиньк";"0";RUB;"2024-03-15 21:16:35";"2024-03-17 19:47:54";
2024-03-15;"Еда / Бухло ";"Khishhnik";;"Тиньк";"400";RUB;"Тиньк";"0";RUB;"2024-03-15 21:16:36";"2024-03-17 19:47:54";
2024-03-15;"Отдых и развлечения и приколы";"Ирина М.";"Экскурсия ";"Тиньк";"1440";RUB;"Тиньк";"0";RUB;"2024-03-15 18:53:01";"2024-03-16 19:18:43";
2024-03-15;"Транспорт";"YANDEX*4121*TAXI";;"Тиньк";"500";RUB;"Тиньк";"0";RUB;"2024-03-15 11:42:02";"2024-03-15 12:03:48";
2024-03-14;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"629.27";RUB;"Тиньк";"0";RUB;"2024-03-14 19:24:33";"2024-03-14 20:47:30";
